      0.1000  -1.4812e-06  -1.4862e-06
      0.2000  -2.9513e-06  -2.9724e-06
      1.0000  -1.4256e-05  -1.4862e-05
      2.0000  -2.7068e-05  -2.9724e-05
      5.0000  -5.6250e-05  -7.4311e-05
     10.0000  -8.1765e-05  -1.4862e-04
